Type                                  RC-5 Temperature  logger
User information                      URC-5 Data Logger
Number                                001
Recording interval                    00:02:00 HH:MM:SS
Startup delay                         0.0 H
Record Item Count                     32000
Maximum Temperature                   25.5 °C
Minimum Temperature                   17.5 °C
Average Temperature                   20.9 °C
Temperature Upper Limit               60.0 °C
Temperature Lower Limit               -30.0 °C
Maximum Humidity                      %RH
Minimum Humidity                      %RH
Average Humidity                      %RH
Humidity Upper Limit                  %RH
Humidity Upper Limit                  %RH
Start Time                            2016-03-12 12:21:30
End Time                              2016-04-25 23:59:30
Time Format                           yyyy-MM-dd HH:mm:ss
Temperature Unit                      °C
No.			Time		 Temperature°C     Humidity%RH 	
12237		2016-03-29 13:13:30		19.2		   
12238		2016-03-29 13:15:30		19.2		   
12239		2016-03-29 13:17:30		19.2		   
12240		2016-03-29 13:19:30		19.2		   
12241		2016-03-29 13:21:30		19.2		   
12242		2016-03-29 13:23:30		19.2		   
12243		2016-03-29 13:25:30		19.2		   
12244		2016-03-29 13:27:30		19.2		   
12245		2016-03-29 13:29:30		19.2		   
12246		2016-03-29 13:31:30		19.2		   
12247		2016-03-29 13:33:30		19.2		   
12248		2016-03-29 13:35:30		19.2		   
12249		2016-03-29 13:37:30		19.2		   
12250		2016-03-29 13:39:30		19.2		   
12251		2016-03-29 13:41:30		19.2		   
12252		2016-03-29 13:43:30		19.2		   
12253		2016-03-29 13:45:30		19.2		   
12254		2016-03-29 13:47:30		19.2		   
12255		2016-03-29 13:49:30		19.2		   
12256		2016-03-29 13:51:30		19.2		   
12257		2016-03-29 13:53:30		19.2		   
12258		2016-03-29 13:55:30		19.2		   
12259		2016-03-29 13:57:30		19.2		   
12260		2016-03-29 13:59:30		19.2		   
12261		2016-03-29 14:01:30		19.2		   
12262		2016-03-29 14:03:30		19.2		   
12263		2016-03-29 14:05:30		19.2		   
12264		2016-03-29 14:07:30		19.2		   
12265		2016-03-29 14:09:30		19.2		   
12266		2016-03-29 14:11:30		19.2		   
12267		2016-03-29 14:13:30		19.2		   
12268		2016-03-29 14:15:30		19.2		   
12269		2016-03-29 14:17:30		19.2		   
12270		2016-03-29 14:19:30		19.2		   
12271		2016-03-29 14:21:30		19.2		   
12272		2016-03-29 14:23:30		19.2		   
12273		2016-03-29 14:25:30		19.2		   
12274		2016-03-29 14:27:30		19.2		   
12275		2016-03-29 14:29:30		19.2		   
12276		2016-03-29 14:31:30		19.2		   
12277		2016-03-29 14:33:30		19.2		   
12278		2016-03-29 14:35:30		19.2		   
12279		2016-03-29 14:37:30		19.2		   
12280		2016-03-29 14:39:30		19.2		   
12281		2016-03-29 14:41:30		19.2		   
12282		2016-03-29 14:43:30		19.2		   
12283		2016-03-29 14:45:30		19.2		   
12284		2016-03-29 14:47:30		19.2		   
12285		2016-03-29 14:49:30		19.2		   
12286		2016-03-29 14:51:30		19.2		   
12287		2016-03-29 14:53:30		19.2		   
12288		2016-03-29 14:55:30		19.2		   
12289		2016-03-29 14:57:30		19.2		   
12290		2016-03-29 14:59:30		19.2		   
12291		2016-03-29 15:01:30		19.2		   
12292		2016-03-29 15:03:30		19.2		   
12293		2016-03-29 15:05:30		19.2		   
12294		2016-03-29 15:07:30		19.2		   
12295		2016-03-29 15:09:30		19.2		   
12296		2016-03-29 15:11:30		19.2		   
12297		2016-03-29 15:13:30		19.2		   
12298		2016-03-29 15:15:30		19.2		   
12299		2016-03-29 15:17:30		19.2		   
12300		2016-03-29 15:19:30		19.2		   
12301		2016-03-29 15:21:30		19.2		   
12302		2016-03-29 15:23:30		19.2		   
12303		2016-03-29 15:25:30		19.2		   
12304		2016-03-29 15:27:30		19.2		   
12305		2016-03-29 15:29:30		19.2		   
12306		2016-03-29 15:31:30		19.2		   
12307		2016-03-29 15:33:30		19.2		   
12308		2016-03-29 15:35:30		19.2		   
12309		2016-03-29 15:37:30		19.2		   
12310		2016-03-29 15:39:30		19.2		   
12311		2016-03-29 15:41:30		19.2		   
12312		2016-03-29 15:43:30		19.2		   
12313		2016-03-29 15:45:30		19.2		   
12314		2016-03-29 15:47:30		19.2		   
12315		2016-03-29 15:49:30		19.2		   
12316		2016-03-29 15:51:30		19.2		   
12317		2016-03-29 15:53:30		19.2		   
12318		2016-03-29 15:55:30		19.2		   
12319		2016-03-29 15:57:30		19.2		   
12320		2016-03-29 15:59:30		19.2		   
12321		2016-03-29 16:01:30		19.2		   
12322		2016-03-29 16:03:30		19.2		   
12323		2016-03-29 16:05:30		19.2		   
12324		2016-03-29 16:07:30		19.2		   
12325		2016-03-29 16:09:30		19.2		   
12326		2016-03-29 16:11:30		19.2		   
12327		2016-03-29 16:13:30		19.2		   
12328		2016-03-29 16:15:30		19.2		   
12329		2016-03-29 16:17:30		19.2		   
12330		2016-03-29 16:19:30		19.2		   
12331		2016-03-29 16:21:30		19.2		   
12332		2016-03-29 16:23:30		19.2		   
12333		2016-03-29 16:25:30		19.2		   
12334		2016-03-29 16:27:30		19.2		   
12335		2016-03-29 16:29:30		19.2		   
12336		2016-03-29 16:31:30		19.2		   
12337		2016-03-29 16:33:30		19.2		   
12338		2016-03-29 16:35:30		19.2		   
12339		2016-03-29 16:37:30		19.2		   
12340		2016-03-29 16:39:30		19.2		   
12341		2016-03-29 16:41:30		19.2		   
12342		2016-03-29 16:43:30		19.2		   
12343		2016-03-29 16:45:30		19.2		   
12344		2016-03-29 16:47:30		19.2		   
12345		2016-03-29 16:49:30		19.2		   
12346		2016-03-29 16:51:30		19.2		   
12347		2016-03-29 16:53:30		19.2		   
12348		2016-03-29 16:55:30		19.2		   
12349		2016-03-29 16:57:30		19.1		   
12350		2016-03-29 16:59:30		19.1		   
12351		2016-03-29 17:01:30		19.1		   
12352		2016-03-29 17:03:30		19.1		   
12353		2016-03-29 17:05:30		19.1		   
12354		2016-03-29 17:07:30		19.1		   
12355		2016-03-29 17:09:30		19.1		   
12356		2016-03-29 17:11:30		19.1		   
12357		2016-03-29 17:13:30		19.1		   
12358		2016-03-29 17:15:30		19.1		   
12359		2016-03-29 17:17:30		19.1		   
12360		2016-03-29 17:19:30		19.1		   
12361		2016-03-29 17:21:30		19.1		   
12362		2016-03-29 17:23:30		19.1		   
12363		2016-03-29 17:25:30		19.1		   
12364		2016-03-29 17:27:30		19.1		   
12365		2016-03-29 17:29:30		19.1		   
12366		2016-03-29 17:31:30		19.0		   
12367		2016-03-29 17:33:30		19.0		   
12368		2016-03-29 17:35:30		19.0		   
12369		2016-03-29 17:37:30		19.0		   
12370		2016-03-29 17:39:30		19.0		   
12371		2016-03-29 17:41:30		19.0		   
12372		2016-03-29 17:43:30		19.0		   
12373		2016-03-29 17:45:30		18.9		   
12374		2016-03-29 17:47:30		18.9		   
12375		2016-03-29 17:49:30		18.9		   
12376		2016-03-29 17:51:30		18.9		   
12377		2016-03-29 17:53:30		18.9		   
12378		2016-03-29 17:55:30		18.9		   
12379		2016-03-29 17:57:30		18.8		   
12380		2016-03-29 17:59:30		18.8		   
12381		2016-03-29 18:01:30		18.8		   
12382		2016-03-29 18:03:30		18.8		   
12383		2016-03-29 18:05:30		18.8		   
12384		2016-03-29 18:07:30		18.8		   
12385		2016-03-29 18:09:30		18.8		   
12386		2016-03-29 18:11:30		18.8		   
12387		2016-03-29 18:13:30		18.8		   
12388		2016-03-29 18:15:30		18.8		   
12389		2016-03-29 18:17:30		18.8		   
12390		2016-03-29 18:19:30		18.8		   
12391		2016-03-29 18:21:30		18.8		   
12392		2016-03-29 18:23:30		18.8		   
12393		2016-03-29 18:25:30		18.8		   
12394		2016-03-29 18:27:30		18.8		   
12395		2016-03-29 18:29:30		18.8		   
12396		2016-03-29 18:31:30		18.8		   
12397		2016-03-29 18:33:30		18.8		   
12398		2016-03-29 18:35:30		18.8		   
12399		2016-03-29 18:37:30		18.8		   
12400		2016-03-29 18:39:30		18.8		   
12401		2016-03-29 18:41:30		18.8		   
12402		2016-03-29 18:43:30		18.8		   
12403		2016-03-29 18:45:30		18.8		   
12404		2016-03-29 18:47:30		18.8		   
12405		2016-03-29 18:49:30		18.8		   
12406		2016-03-29 18:51:30		18.8		   
12407		2016-03-29 18:53:30		18.8		   
12408		2016-03-29 18:55:30		18.8		   
12409		2016-03-29 18:57:30		18.8		   
12410		2016-03-29 18:59:30		18.8		   
12411		2016-03-29 19:01:30		18.8		   
12412		2016-03-29 19:03:30		18.9		   
12413		2016-03-29 19:05:30		18.9		   
12414		2016-03-29 19:07:30		18.9		   
12415		2016-03-29 19:09:30		18.9		   
12416		2016-03-29 19:11:30		18.9		   
12417		2016-03-29 19:13:30		18.9		   
12418		2016-03-29 19:15:30		18.9		   
12419		2016-03-29 19:17:30		18.9		   
12420		2016-03-29 19:19:30		18.9		   
12421		2016-03-29 19:21:30		18.9		   
12422		2016-03-29 19:23:30		18.9		   
12423		2016-03-29 19:25:30		18.9		   
12424		2016-03-29 19:27:30		18.9		   
12425		2016-03-29 19:29:30		18.9		   
12426		2016-03-29 19:31:30		18.9		   
12427		2016-03-29 19:33:30		18.9		   
12428		2016-03-29 19:35:30		18.9		   
12429		2016-03-29 19:37:30		18.9		   
12430		2016-03-29 19:39:30		18.9		   
12431		2016-03-29 19:41:30		19.0		   
12432		2016-03-29 19:43:30		19.0		   
12433		2016-03-29 19:45:30		19.0		   
12434		2016-03-29 19:47:30		19.0		   
12435		2016-03-29 19:49:30		19.0		   
12436		2016-03-29 19:51:30		18.9		   
12437		2016-03-29 19:53:30		18.9		   
12438		2016-03-29 19:55:30		18.9		   
12439		2016-03-29 19:57:30		18.9		   
12440		2016-03-29 19:59:30		18.9		   
12441		2016-03-29 20:01:30		18.9		   
12442		2016-03-29 20:03:30		18.9		   
12443		2016-03-29 20:05:30		18.9		   
12444		2016-03-29 20:07:30		18.9		   
12445		2016-03-29 20:09:30		18.9		   
12446		2016-03-29 20:11:30		18.9		   
12447		2016-03-29 20:13:30		18.9		   
12448		2016-03-29 20:15:30		18.9		   
12449		2016-03-29 20:17:30		18.9		   
12450		2016-03-29 20:19:30		18.9		   
12451		2016-03-29 20:21:30		18.9		   
12452		2016-03-29 20:23:30		18.9		   
12453		2016-03-29 20:25:30		18.9		   
12454		2016-03-29 20:27:30		18.9		   
12455		2016-03-29 20:29:30		18.9		   
12456		2016-03-29 20:31:30		18.9		   
12457		2016-03-29 20:33:30		18.9		   
12458		2016-03-29 20:35:30		18.9		   
12459		2016-03-29 20:37:30		18.9		   
12460		2016-03-29 20:39:30		18.9		   
12461		2016-03-29 20:41:30		18.9		   
12462		2016-03-29 20:43:30		18.9		   
12463		2016-03-29 20:45:30		18.9		   
12464		2016-03-29 20:47:30		18.9		   
12465		2016-03-29 20:49:30		18.9		   
12466		2016-03-29 20:51:30		18.9		   
12467		2016-03-29 20:53:30		18.9		   
12468		2016-03-29 20:55:30		18.9		   
12469		2016-03-29 20:57:30		18.9		   
12470		2016-03-29 20:59:30		18.9		   
12471		2016-03-29 21:01:30		18.9		   
12472		2016-03-29 21:03:30		18.9		   
12473		2016-03-29 21:05:30		18.9		   
12474		2016-03-29 21:07:30		18.9		   
12475		2016-03-29 21:09:30		18.9		   
12476		2016-03-29 21:11:30		18.9		   
12477		2016-03-29 21:13:30		18.9		   
12478		2016-03-29 21:15:30		18.9		   
12479		2016-03-29 21:17:30		18.9		   
12480		2016-03-29 21:19:30		18.9		   
12481		2016-03-29 21:21:30		18.9		   
12482		2016-03-29 21:23:30		18.9		   
12483		2016-03-29 21:25:30		18.9		   
12484		2016-03-29 21:27:30		18.9		   
12485		2016-03-29 21:29:30		18.9		   
12486		2016-03-29 21:31:30		18.9		   
12487		2016-03-29 21:33:30		18.8		   
12488		2016-03-29 21:35:30		18.8		   
12489		2016-03-29 21:37:30		18.8		   
12490		2016-03-29 21:39:30		18.8		   
12491		2016-03-29 21:41:30		18.8		   
12492		2016-03-29 21:43:30		18.8		   
12493		2016-03-29 21:45:30		18.8		   
12494		2016-03-29 21:47:30		18.8		   
12495		2016-03-29 21:49:30		18.8		   
12496		2016-03-29 21:51:30		18.8		   
12497		2016-03-29 21:53:30		18.8		   
12498		2016-03-29 21:55:30		18.8		   
12499		2016-03-29 21:57:30		18.8		   
12500		2016-03-29 21:59:30		18.8		   
12501		2016-03-29 22:01:30		18.8		   
12502		2016-03-29 22:03:30		18.8		   
12503		2016-03-29 22:05:30		18.8		   
12504		2016-03-29 22:07:30		18.8		   
12505		2016-03-29 22:09:30		18.8		   
12506		2016-03-29 22:11:30		18.8		   
12507		2016-03-29 22:13:30		18.8		   
12508		2016-03-29 22:15:30		18.8		   
12509		2016-03-29 22:17:30		18.8		   
12510		2016-03-29 22:19:30		18.8		   
12511		2016-03-29 22:21:30		18.8		   
12512		2016-03-29 22:23:30		18.8		   
12513		2016-03-29 22:25:30		18.8		   
12514		2016-03-29 22:27:30		18.8		   
12515		2016-03-29 22:29:30		18.8		   
12516		2016-03-29 22:31:30		18.8		   
12517		2016-03-29 22:33:30		18.8		   
12518		2016-03-29 22:35:30		18.8		   
12519		2016-03-29 22:37:30		18.8		   
12520		2016-03-29 22:39:30		18.8		   
12521		2016-03-29 22:41:30		18.8		   
12522		2016-03-29 22:43:30		18.8		   
12523		2016-03-29 22:45:30		18.8		   
12524		2016-03-29 22:47:30		18.8		   
12525		2016-03-29 22:49:30		18.8		   
12526		2016-03-29 22:51:30		18.7		   
12527		2016-03-29 22:53:30		18.7		   
12528		2016-03-29 22:55:30		18.7		   
12529		2016-03-29 22:57:30		18.7		   
12530		2016-03-29 22:59:30		18.7		   
12531		2016-03-29 23:01:30		18.7		   
12532		2016-03-29 23:03:30		18.7		   
12533		2016-03-29 23:05:30		18.7		   
12534		2016-03-29 23:07:30		18.7		   
12535		2016-03-29 23:09:30		18.7		   
12536		2016-03-29 23:11:30		18.7		   
12537		2016-03-29 23:13:30		18.7		   
12538		2016-03-29 23:15:30		18.6		   
12539		2016-03-29 23:17:30		18.6		   
12540		2016-03-29 23:19:30		18.6		   
12541		2016-03-29 23:21:30		18.6		   
12542		2016-03-29 23:23:30		18.7		   
12543		2016-03-29 23:25:30		18.6		   
12544		2016-03-29 23:27:30		18.6		   
12545		2016-03-29 23:29:30		18.6		   
12546		2016-03-29 23:31:30		18.6		   
12547		2016-03-29 23:33:30		18.6		   
12548		2016-03-29 23:35:30		18.6		   
12549		2016-03-29 23:37:30		18.6		   
12550		2016-03-29 23:39:30		18.6		   
12551		2016-03-29 23:41:30		18.6		   
12552		2016-03-29 23:43:30		18.6		   
12553		2016-03-29 23:45:30		18.6		   
12554		2016-03-29 23:47:30		18.6		   
12555		2016-03-29 23:49:30		18.6		   
12556		2016-03-29 23:51:30		18.6		   
12557		2016-03-29 23:53:30		18.6		   
12558		2016-03-29 23:55:30		18.6		   
12559		2016-03-29 23:57:30		18.6		   
12560		2016-03-29 23:59:30		18.6		   
12561		2016-03-30 00:01:30		18.6		   
12562		2016-03-30 00:03:30		18.6		   
12563		2016-03-30 00:05:30		18.6		   
12564		2016-03-30 00:07:30		18.6		   
12565		2016-03-30 00:09:30		18.5		   
12566		2016-03-30 00:11:30		18.5		   
12567		2016-03-30 00:13:30		18.5		   
12568		2016-03-30 00:15:30		18.5		   
12569		2016-03-30 00:17:30		18.5		   
12570		2016-03-30 00:19:30		18.5		   
12571		2016-03-30 00:21:30		18.5		   
12572		2016-03-30 00:23:30		18.5		   
12573		2016-03-30 00:25:30		18.4		   
12574		2016-03-30 00:27:30		18.4		   
12575		2016-03-30 00:29:30		18.4		   
12576		2016-03-30 00:31:30		18.4		   
12577		2016-03-30 00:33:30		18.4		   
12578		2016-03-30 00:35:30		18.4		   
12579		2016-03-30 00:37:30		18.4		   
12580		2016-03-30 00:39:30		18.4		   
12581		2016-03-30 00:41:30		18.4		   
12582		2016-03-30 00:43:30		18.4		   
12583		2016-03-30 00:45:30		18.4		   
12584		2016-03-30 00:47:30		18.4		   
12585		2016-03-30 00:49:30		18.4		   
12586		2016-03-30 00:51:30		18.4		   
12587		2016-03-30 00:53:30		18.4		   
12588		2016-03-30 00:55:30		18.4		   
12589		2016-03-30 00:57:30		18.4		   
12590		2016-03-30 00:59:30		18.4		   
12591		2016-03-30 01:01:30		18.4		   
12592		2016-03-30 01:03:30		18.3		   
12593		2016-03-30 01:05:30		18.3		   
12594		2016-03-30 01:07:30		18.3		   
12595		2016-03-30 01:09:30		18.3		   
12596		2016-03-30 01:11:30		18.3		   
12597		2016-03-30 01:13:30		18.3		   
12598		2016-03-30 01:15:30		18.3		   
12599		2016-03-30 01:17:30		18.3		   
12600		2016-03-30 01:19:30		18.3		   
12601		2016-03-30 01:21:30		18.3		   
12602		2016-03-30 01:23:30		18.3		   
12603		2016-03-30 01:25:30		18.3		   
12604		2016-03-30 01:27:30		18.4		   
12605		2016-03-30 01:29:30		18.3		   
12606		2016-03-30 01:31:30		18.3		   
12607		2016-03-30 01:33:30		18.3		   
12608		2016-03-30 01:35:30		18.3		   
12609		2016-03-30 01:37:30		18.3		   
12610		2016-03-30 01:39:30		18.3		   
12611		2016-03-30 01:41:30		18.3		   
12612		2016-03-30 01:43:30		18.3		   
12613		2016-03-30 01:45:30		18.3		   
12614		2016-03-30 01:47:30		18.3		   
12615		2016-03-30 01:49:30		18.3		   
12616		2016-03-30 01:51:30		18.3		   
12617		2016-03-30 01:53:30		18.3		   
12618		2016-03-30 01:55:30		18.3		   
12619		2016-03-30 01:57:30		18.3		   
12620		2016-03-30 01:59:30		18.3		   
12621		2016-03-30 02:01:30		18.3		   
12622		2016-03-30 02:03:30		18.3		   
12623		2016-03-30 02:05:30		18.3		   
12624		2016-03-30 02:07:30		18.2		   
12625		2016-03-30 02:09:30		18.3		   
12626		2016-03-30 02:11:30		18.3		   
12627		2016-03-30 02:13:30		18.3		   
12628		2016-03-30 02:15:30		18.3		   
12629		2016-03-30 02:17:30		18.3		   
12630		2016-03-30 02:19:30		18.3		   
12631		2016-03-30 02:21:30		18.3		   
12632		2016-03-30 02:23:30		18.4		   
12633		2016-03-30 02:25:30		18.4		   
12634		2016-03-30 02:27:30		18.4		   
12635		2016-03-30 02:29:30		18.4		   
12636		2016-03-30 02:31:30		18.4		   
12637		2016-03-30 02:33:30		18.4		   
12638		2016-03-30 02:35:30		18.4		   
12639		2016-03-30 02:37:30		18.5		   
12640		2016-03-30 02:39:30		18.5		   
12641		2016-03-30 02:41:30		18.5		   
12642		2016-03-30 02:43:30		18.5		   
12643		2016-03-30 02:45:30		18.5		   
12644		2016-03-30 02:47:30		18.5		   
12645		2016-03-30 02:49:30		18.5		   
12646		2016-03-30 02:51:30		18.5		   
12647		2016-03-30 02:53:30		18.6		   
12648		2016-03-30 02:55:30		18.6		   
12649		2016-03-30 02:57:30		18.6		   
12650		2016-03-30 02:59:30		18.6		   
12651		2016-03-30 03:01:30		18.6		   
12652		2016-03-30 03:03:30		18.6		   
12653		2016-03-30 03:05:30		18.6		   
12654		2016-03-30 03:07:30		18.6		   
12655		2016-03-30 03:09:30		18.6		   
12656		2016-03-30 03:11:30		18.6		   
12657		2016-03-30 03:13:30		18.6		   
12658		2016-03-30 03:15:30		18.6		   
12659		2016-03-30 03:17:30		18.6		   
12660		2016-03-30 03:19:30		18.6		   
12661		2016-03-30 03:21:30		18.6		   
12662		2016-03-30 03:23:30		18.6		   
12663		2016-03-30 03:25:30		18.6		   
12664		2016-03-30 03:27:30		18.6		   
12665		2016-03-30 03:29:30		18.6		   
12666		2016-03-30 03:31:30		18.6		   
12667		2016-03-30 03:33:30		18.6		   
12668		2016-03-30 03:35:30		18.6		   
12669		2016-03-30 03:37:30		18.6		   
12670		2016-03-30 03:39:30		18.6		   
12671		2016-03-30 03:41:30		18.6		   
12672		2016-03-30 03:43:30		18.7		   
12673		2016-03-30 03:45:30		18.7		   
12674		2016-03-30 03:47:30		18.7		   
12675		2016-03-30 03:49:30		18.7		   
12676		2016-03-30 03:51:30		18.7		   
12677		2016-03-30 03:53:30		18.7		   
12678		2016-03-30 03:55:30		18.7		   
12679		2016-03-30 03:57:30		18.7		   
12680		2016-03-30 03:59:30		18.7		   
12681		2016-03-30 04:01:30		18.7		   
12682		2016-03-30 04:03:30		18.7		   
12683		2016-03-30 04:05:30		18.7		   
12684		2016-03-30 04:07:30		18.7		   
12685		2016-03-30 04:09:30		18.7		   
12686		2016-03-30 04:11:30		18.7		   
12687		2016-03-30 04:13:30		18.7		   
12688		2016-03-30 04:15:30		18.7		   
12689		2016-03-30 04:17:30		18.7		   
12690		2016-03-30 04:19:30		18.7		   
12691		2016-03-30 04:21:30		18.7		   
12692		2016-03-30 04:23:30		18.7		   
12693		2016-03-30 04:25:30		18.8		   
12694		2016-03-30 04:27:30		18.8		   
12695		2016-03-30 04:29:30		18.8		   
12696		2016-03-30 04:31:30		18.8		   
12697		2016-03-30 04:33:30		18.8		   
12698		2016-03-30 04:35:30		18.8		   
12699		2016-03-30 04:37:30		18.8		   
12700		2016-03-30 04:39:30		18.8		   
12701		2016-03-30 04:41:30		18.8		   
12702		2016-03-30 04:43:30		18.8		   
12703		2016-03-30 04:45:30		18.8		   
12704		2016-03-30 04:47:30		18.8		   
12705		2016-03-30 04:49:30		18.8		   
12706		2016-03-30 04:51:30		18.8		   
12707		2016-03-30 04:53:30		18.8		   
12708		2016-03-30 04:55:30		18.8		   
12709		2016-03-30 04:57:30		18.8		   
12710		2016-03-30 04:59:30		18.8		   
12711		2016-03-30 05:01:30		18.8		   
12712		2016-03-30 05:03:30		18.8		   
12713		2016-03-30 05:05:30		18.8		   
12714		2016-03-30 05:07:30		18.8		   
12715		2016-03-30 05:09:30		18.8		   
12716		2016-03-30 05:11:30		18.8		   
12717		2016-03-30 05:13:30		18.8		   
12718		2016-03-30 05:15:30		18.8		   
12719		2016-03-30 05:17:30		18.8		   
12720		2016-03-30 05:19:30		18.8		   
12721		2016-03-30 05:21:30		18.8		   
12722		2016-03-30 05:23:30		18.8		   
12723		2016-03-30 05:25:30		18.8		   
12724		2016-03-30 05:27:30		18.8		   
12725		2016-03-30 05:29:30		18.8		   
12726		2016-03-30 05:31:30		18.8		   
12727		2016-03-30 05:33:30		18.8		   
12728		2016-03-30 05:35:30		18.8		   
12729		2016-03-30 05:37:30		18.8		   
12730		2016-03-30 05:39:30		18.8		   
12731		2016-03-30 05:41:30		18.8		   
12732		2016-03-30 05:43:30		18.8		   
12733		2016-03-30 05:45:30		18.8		   
12734		2016-03-30 05:47:30		18.8		   
12735		2016-03-30 05:49:30		18.8		   
12736		2016-03-30 05:51:30		18.8		   
12737		2016-03-30 05:53:30		18.8		   
12738		2016-03-30 05:55:30		18.8		   
12739		2016-03-30 05:57:30		18.8		   
12740		2016-03-30 05:59:30		18.8		   
12741		2016-03-30 06:01:30		18.8		   
12742		2016-03-30 06:03:30		18.8		   
12743		2016-03-30 06:05:30		18.8		   
12744		2016-03-30 06:07:30		18.8		   
12745		2016-03-30 06:09:30		18.8		   
12746		2016-03-30 06:11:30		18.8		   
12747		2016-03-30 06:13:30		18.8		   
12748		2016-03-30 06:15:30		18.8		   
12749		2016-03-30 06:17:30		18.8		   
12750		2016-03-30 06:19:30		18.8		   
12751		2016-03-30 06:21:30		18.8		   
12752		2016-03-30 06:23:30		18.8		   
12753		2016-03-30 06:25:30		18.8		   
12754		2016-03-30 06:27:30		18.8		   
12755		2016-03-30 06:29:30		18.8		   
12756		2016-03-30 06:31:30		18.8		   
12757		2016-03-30 06:33:30		18.8		   
12758		2016-03-30 06:35:30		18.8		   
12759		2016-03-30 06:37:30		18.8		   
12760		2016-03-30 06:39:30		18.8		   
12761		2016-03-30 06:41:30		18.8		   
12762		2016-03-30 06:43:30		18.7		   
12763		2016-03-30 06:45:30		18.7		   
12764		2016-03-30 06:47:30		18.7		   
12765		2016-03-30 06:49:30		18.7		   
12766		2016-03-30 06:51:30		18.7		   
12767		2016-03-30 06:53:30		18.7		   
12768		2016-03-30 06:55:30		18.7		   
12769		2016-03-30 06:57:30		18.7		   
12770		2016-03-30 06:59:30		18.7		   
12771		2016-03-30 07:01:30		18.6		   
12772		2016-03-30 07:03:30		18.6		   
12773		2016-03-30 07:05:30		18.6		   
12774		2016-03-30 07:07:30		18.6		   
12775		2016-03-30 07:09:30		18.6		   
12776		2016-03-30 07:11:30		18.6		   
12777		2016-03-30 07:13:30		18.6		   
12778		2016-03-30 07:15:30		18.6		   
12779		2016-03-30 07:17:30		18.6		   
12780		2016-03-30 07:19:30		18.6		   
12781		2016-03-30 07:21:30		18.6		   
12782		2016-03-30 07:23:30		18.6		   
12783		2016-03-30 07:25:30		18.6		   
12784		2016-03-30 07:27:30		18.6		   
12785		2016-03-30 07:29:30		18.6		   
12786		2016-03-30 07:31:30		18.6		   
12787		2016-03-30 07:33:30		18.6		   
12788		2016-03-30 07:35:30		18.6		   
12789		2016-03-30 07:37:30		18.6		   
12790		2016-03-30 07:39:30		18.6		   
12791		2016-03-30 07:41:30		18.6		   
12792		2016-03-30 07:43:30		18.6		   
12793		2016-03-30 07:45:30		18.6		   
12794		2016-03-30 07:47:30		18.6		   
12795		2016-03-30 07:49:30		18.6		   
12796		2016-03-30 07:51:30		18.6		   
12797		2016-03-30 07:53:30		18.6		   
12798		2016-03-30 07:55:30		18.6		   
12799		2016-03-30 07:57:30		18.6		   
12800		2016-03-30 07:59:30		18.6		   
12801		2016-03-30 08:01:30		18.6		   
12802		2016-03-30 08:03:30		18.6		   
12803		2016-03-30 08:05:30		18.6		   
12804		2016-03-30 08:07:30		18.6		   
12805		2016-03-30 08:09:30		18.6		   
12806		2016-03-30 08:11:30		18.6		   
12807		2016-03-30 08:13:30		18.6		   
12808		2016-03-30 08:15:30		18.6		   
12809		2016-03-30 08:17:30		18.5		   
12810		2016-03-30 08:19:30		18.5		   
12811		2016-03-30 08:21:30		18.5		   
12812		2016-03-30 08:23:30		18.5		   
12813		2016-03-30 08:25:30		18.5		   
12814		2016-03-30 08:27:30		18.5		   
12815		2016-03-30 08:29:30		18.5		   
12816		2016-03-30 08:31:30		18.5		   
12817		2016-03-30 08:33:30		18.5		   
12818		2016-03-30 08:35:30		18.5		   
12819		2016-03-30 08:37:30		18.5		   
12820		2016-03-30 08:39:30		18.6		   
12821		2016-03-30 08:41:30		18.6		   
12822		2016-03-30 08:43:30		18.6		   
12823		2016-03-30 08:45:30		18.6		   
12824		2016-03-30 08:47:30		18.6		   
12825		2016-03-30 08:49:30		18.6		   
12826		2016-03-30 08:51:30		18.6		   
12827		2016-03-30 08:53:30		18.6		   
12828		2016-03-30 08:55:30		18.6		   
12829		2016-03-30 08:57:30		18.6		   
12830		2016-03-30 08:59:30		18.6		   
12831		2016-03-30 09:01:30		18.6		   
12832		2016-03-30 09:03:30		18.6		   
12833		2016-03-30 09:05:30		18.6		   
12834		2016-03-30 09:07:30		18.6		   
12835		2016-03-30 09:09:30		18.6		   
12836		2016-03-30 09:11:30		18.6		   
12837		2016-03-30 09:13:30		18.6		   
12838		2016-03-30 09:15:30		18.6		   
12839		2016-03-30 09:17:30		18.6		   
12840		2016-03-30 09:19:30		18.6		   
12841		2016-03-30 09:21:30		18.6		   
12842		2016-03-30 09:23:30		18.6		   
12843		2016-03-30 09:25:30		18.6		   
12844		2016-03-30 09:27:30		18.6		   
12845		2016-03-30 09:29:30		18.6		   
12846		2016-03-30 09:31:30		18.6		   
12847		2016-03-30 09:33:30		18.6		   
12848		2016-03-30 09:35:30		18.6		   
12849		2016-03-30 09:37:30		18.6		   
12850		2016-03-30 09:39:30		18.6		   
12851		2016-03-30 09:41:30		18.6		   
12852		2016-03-30 09:43:30		18.6		   
12853		2016-03-30 09:45:30		18.7		   
12854		2016-03-30 09:47:30		18.7		   
12855		2016-03-30 09:49:30		18.7		   
12856		2016-03-30 09:51:30		18.7		   
